profile_id,run,model,intent,reasoning,parse_error,latency_s
C_email_response_non-icp,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 80, which is not a large enterprise, and the email response indicates a lack of interest, while the website dwell time of 7 min and 2 demo requests suggest some level of engagement, but not strong enough to overcome the negative email response.",,18.55
B_website_dwell_time_low,2,openai-gpt-oss-120b,Low Intent,"Low dwell time (15 sec) and no email response outweigh the single demo_requests, indicating low purchase intent.",,19.23
D_industry_non-icp,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Public Service) indicate a large organization with potential for data analytics and AI integration, while the email response suggests engagement with the content, and 2 demo requests indicate a strong interest in the product.",,18.74
D_demo_requests_high,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and demo requests (3) indicate a large organization with interest in our services, while the email response suggests relevance to their current initiatives, further increasing purchase intent.",,19.05
C_industry_icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) is large, industry (Software / IT) is relevant, region (Middle East) is targeted, website dwell time (7 min) is high, demo requests (2) are numerous, and email response is very promising.",,19.26
C_demo_requests_high,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The region (Middle East) is also a focus area. The website dwell time (7 min) is above average, and the demo requests (3) suggest interest. The email response is very promising, indicating active evaluation of solutions like ours.",,19.46
A_region_icp,5,openai-gpt-oss-120b,High Intent,"Positive demo_requests, 4 min website dwell time, and an interested email response indicate strong purchase intent.",,18.68
B_region_icp,3,openai-gpt-oss-120b,High Intent,Demo requests=1 indicates strong purchase interest despite no email response.,,19.3
C_email_response_icp,4,openai-gpt-oss-120b,High Intent,"Multiple strong signals such as demo_requests=2, website_dwell_time=7min, and a positive email_response indicating a meeting request point to high purchase intent.",,19.03
D_industry_non-icp,5,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Public Service) suggest a potential for large-scale implementation. Website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.,,19.99
E_email_response_non-icp,2,apertus-70b-instruct-2509,Low Intent,Low website dwell time (1 min) and email response indicating no interest.,,17.82
B_demo_requests_low,5,apertus-70b-instruct-2509,Low Intent,"Company size 5000 and industry Manufacturing indicate potential interest, but no demo requests or email response suggest low engagement.",,19.22
D_industry_icp,2,apertus-70b-instruct-2509,High Intent,High website dwell time (2.5 min) and multiple demo requests indicate strong interest.,,18.87
B_region_non-icp,2,openai-gpt-oss-120b,High Intent,Demo requests=1 indicates strong purchase interest despite no email response.,,19.03
E_website_dwell_time_high,3,openai-gpt-oss-120b,High Intent,Website dwell time of 10 min and demo requests = 1 show strong engagement,,18.56
B_company_size_high,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (10000 employees), but website dwell time is short (40 sec), and there is no email response, indicating low purchase intent.",,19.03
D_industry_icp,5,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Software/IT) suggest a potential fit for our data analytics platforms. The email response indicates relevance to current initiatives, and multiple demo requests further indicate strong interest.",,19.81
C_demo_requests_high,3,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and multiple demo requests (3) indicate strong interest. Promising email response further supports high intent.,,18.69
A_company_size_high,5,apertus-70b-instruct-2509,High Intent,"Company size (10000) and industry (Finance) indicate a large potential customer with a high need for data analytics and AI integration. Website dwell time (4 min) and demo request suggest active interest. Email response 'Looks interesting, could you send more info?' indicates readiness to engage further.",,19.86
B_website_dwell_time_high,2,openai-gpt-oss-120b,High Intent,Long website dwell time (10 min) and a demo request indicate strong interest despite no email response.,,17.78
C_website_dwell_time_high,3,apertus-70b-instruct-2509,High Intent,High website dwell time (10 min) and promising email response indicate strong interest. Company size (80) and industry (Healthcare) suggest potential for significant investment in analytics/AI solutions.,,19.9
A_industry_non-icp,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the industry is Public Service, which may have specific regulations. The dwell time is 4 minutes, which is average, and the demo request is 1, indicating some interest, but the email response is neutral, stating 'could you send more info', which does not indicate strong intent.",,18.05
B_industry_non-icp,4,openai-gpt-oss-120b,High Intent,"The presence of a demo request (demo_requests=1) outweighs the lack of email response, indicating strong purchase intent.",,19.83
A_company_size_low,4,meta-llama-3.1-8b-instruct,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are relevant, combined with a positive email response ('Looks interesting') and a demo request, indicating strong interest.",,17.72
B_BASE,4,openai-gpt-oss-120b,High Intent,Demo request (demo_requests=1) is a strong purchase intent signal despite no email response.,,19.46
A_industry_non-icp,4,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests=1) combined with a positive email response and 4-minute dwell time indicates strong purchase interest.,,19.57
A_BASE,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a potential large-scale implementation, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in our services.",,18.67
B_email_response_non-icp,5,apertus-70b-instruct-2509,Low Intent,Low engagement (website dwell time 40 sec) and negative response to demo request indicate low interest.,,19.14
D_website_dwell_time_low,1,openai-gpt-oss-120b,High Intent,Positive email response and demo_requests=2 indicate strong purchase interest despite low website dwell time.,,18.65
C_email_response_icp,1,openai-gpt-oss-120b,High Intent,"Strong signals: website_dwell_time=7min, demo_requests=2, and a positive email response proposing a meeting.",,18.93
A_industry_icp,4,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Software / IT) match our target market, and the email response indicates a level of interest, while the demo request further confirms purchase intent.",,19.05
C_BASE,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) and industry (Healthcare) indicate a medium to large organization, which is a good fit for our solutions. The website dwell time (7 min) is above average, suggesting engagement. The demo requests (2) and very promising email response further indicate strong interest.",,19.35
D_industry_icp,5,openai-gpt-oss-120b,High Intent,Multiple demo_requests and a positive email response indicate strong purchase intent.,,18.74
B_industry_icp,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating a lack of engagement.",,18.53
E_email_response_non-icp,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size (250) and industry (Retail) do not indicate high purchase intent, and the dwell time (1 min) and demo requests (1) are not strong enough signals, while the email response ('We’re not interested.') explicitly indicates low intent.",,19.15
